ID,Active (0/1),Name *,"Categories (x,y,z…)",Visibility,Description,Available for order (0 = No 1 = Yes),Show price (0 = No  1 = Yes),Meta title,Meta Description,URL rewritten,Image
25,1,Skatepark Clermont-Ferrand,Skatepark 63 Puy-de-Dôme,both,"Skatepark Clermont-Ferrand 63 Puy-de-Dôme, Groupement Auer + Weber + Assoziierte, mBa Architecture, Osmose Ingénierie, Antidote Skateparks, 2021 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Clermont-Ferrand 63 Puy-de-Dôme,"Skatepark Clermont-Ferrand 63 Puy-de-Dôme, Groupement Auer + Weber + Assoziierte, mBa Architecture, Osmose Ingénierie, Antidote Skateparks, 2021",skatepark-references-clermont-ferrand,https://www.territoireskatepark.fr/wp-content/uploads/2021/12/clermont-ferrand-skatepark-scaled.jpg
26,1,Skatepark Lumbin,Skatepark 38 Isère,both,"Skatepark Lumbin 38 Isère, Dynamic concept, 2020 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Lumbin 38 Isère,"Skatepark Lumbin 38 Isère, Dynamic concept, 2020",skatepark-references-lumbin,https://www.territoireskatepark.fr/wp-content/uploads/2021/02/LUMBIN-SKATEPARK.jpg
27,1,Skatepark Solaize,Skatepark 69 Rhône,both,"Skatepark Solaize 69 Rhône, Constructo Skatepark Architecture, 2020 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Solaize 69 Rhône,"Skatepark Solaize 69 Rhône, Constructo Skatepark Architecture, 2020",skatepark-references-solaize,https://www.territoireskatepark.fr/wp-content/uploads/2020/06/SKATEPARK-SOLAIZE-BETON.jpg
28,1,Skatepark Carqueiranne,Skatepark 83 Var,both,"Skatepark Carqueiranne 83 Var, Connexion Sport Urbain, 2020 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Carqueiranne 83 Var,"Skatepark Carqueiranne 83 Var, Connexion Sport Urbain, 2020",skatepark-references-carqueiranne,https://www.territoireskatepark.fr/wp-content/uploads/2020/06/BETON-SKATEPARK.jpg
29,1,Skatepark Saint-Just-Saint-Rambert,Skatepark 42 Loire,both,"Skatepark Saint-Just-Saint-Rambert 42 Loire, Axe Saône Architecte + paysage, 2019 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Saint-Just-Saint-Rambert 42 Loire,"Skatepark Saint-Just-Saint-Rambert 42 Loire, Axe Saône Architecte + paysage, 2019",skatepark-references-saint-just-saint-rambert,https://www.territoireskatepark.fr/wp-content/uploads/2020/02/Saint-just-st-rambert-skatepark.jpg
30,1,Skatepark Saint-André,Skatepark 97 Outre-mer,both,"Skatepark Saint-André 97 Outre-mer, Constructo Skatepark, 2019, 2149m2 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Saint-André 97 Outre-mer,"Skatepark Saint-André 97 Outre-mer, Constructo Skatepark, 2019, 2149m2",skatepark-references-saint-andre,https://www.territoireskatepark.fr/wp-content/uploads/2020/02/skatepark-la-reunion-le-colosse.jpg
31,1,Skatepark Isle sur la Sorgue,Skatepark 84 Vaucluse,both,"Skatepark Isle sur la Sorgue 84 Vaucluse, Constructo Skatepark, 2019, 1065m2 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Isle sur la Sorgue 84 Vaucluse,"Skatepark Isle sur la Sorgue 84 Vaucluse, Constructo Skatepark, 2019, 1065m2",skatepark-references-isle-sur-la-sorgue,https://www.territoireskatepark.fr/wp-content/uploads/2020/02/skatepark-vue-aerienne-isle-sur-la-sorgue.jpg
32,1,Skatepark Privas,Skatepark 07 Ardèche,both,"Skatepark Privas 07 Ardèche, Constructo Skatepark, 2020, 700m2 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Privas 07 Ardèche,"Skatepark Privas 07 Ardèche, Constructo Skatepark, 2020, 700m2",skatepark-references-privas,https://www.territoireskatepark.fr/wp-content/uploads/2020/02/ardeche-skatepark.jpg
33,1,Skatepark Apt,Skatepark 84 Vaucluse,both,"Skatepark Apt 84 Vaucluse, Constructo Skatepark, Ophrys Avignon, Cereg Aubagne, 2020, 805m2 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Apt 84 Vaucluse,"Skatepark Apt 84 Vaucluse, Constructo Skatepark, Ophrys Avignon, Cereg Aubagne, 2020, 805m2",skatepark-references-apt,https://www.territoireskatepark.fr/wp-content/uploads/2020/02/Territoire-skatepark-APT-beton-jpg.jpeg
34,1,Skatepark Montceau-les-Mines,Skatepark 71 Saône-et-Loire,both,"Skatepark Montceau-les-Mines 71 Saône-et-Loire, TT Géomètres Experts &#8211; Antidote Skateparks, 2020 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Montceau-les-Mines 71 Saône-et-Loire,"Skatepark Montceau-les-Mines 71 Saône-et-Loire, TT Géomètres Experts &#8211; Antidote Skateparks, 2020",skatepark-references-montceau-les-mines,https://www.territoireskatepark.fr/wp-content/uploads/2021/02/territoire-skatepark-montceau-les-mines.jpg
35,1,Skatepark Marseille,Skatepark 13 Bouches-du-Rhône,both,"Skatepark Marseille 13 Bouches-du-Rhône, Fabrice GIRAUD &#8211; Architecte DPLG, Guillaume PEPIN &#8211; Architecte DPLG, Conception Constructo Skatepark, 2019, 613m2 <br><p>Source : <a href=""https://www.territoireskatepark.fr"" target=""_blank"">territoireskatepark.fr</a></p>",0,0,Skatepark Marseille 13 Bouches-du-Rhône,"Skatepark Marseille 13 Bouches-du-Rhône, Fabrice GIRAUD &#8211; Architecte DPLG, Guillaume PEPIN &#8211; Architecte DPLG, Conception Constructo Skatepark, 2019,",skatepark-references-marseille-les-lauriers-2,https://www.territoireskatepark.fr/wp-content/uploads/2020/02/skatepark-en-beton-marseille-1.jpg
