ID,Active (0/1),Name *,"Categories (x,y,z…)",Visibility,Description,Available for order (0 = No 1 = Yes),Show price (0 = No  1 = Yes),Meta title,Meta Description,URL rewritten,Image
42,1,Skatepark Pérou,Skatepark Pérou,both,"Skatepark Pérou, Conception Construction, Doctor Skatepark, Skatepark modulaire, 330m² <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Pérou,"Skatepark Pérou, Conception Construction, Doctor Skatepark, Skatepark modulaire, 330m²",skatepark-adidas-lima,https://antidoteskateparks.fr/wp-content/uploads/2020/07/27368929_707194112814478_189222412715982563_o-1024x683.jpg
41,1,Skatepark Livarot,Skatepark 14 Calvados,both,"Skatepark Livarot 14 Calvados, Assistance à la maîtrise d'ouvrage, Service technique de Livarot, Skatepark polyvalent, 456m², 127 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Livarot 14 Calvados,"Skatepark Livarot 14 Calvados, Assistance à la maîtrise d'ouvrage, Service technique de Livarot, Skatepark polyvalent, 456m², 127 000€",skatepark-livarot,https://antidoteskateparks.fr/wp-content/uploads/2020/03/20161105_123727-min-1024x198.jpg
43,1,Skatepark Maurepas,Skatepark 78 Yvelines,both,"Skatepark Maurepas 78 Yvelines, Conception Construction, Minéral Service/ Sport des Villes, Skatepark polyvalent, 350m², 109 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Maurepas 78 Yvelines,"Skatepark Maurepas 78 Yvelines, Conception Construction, Minéral Service/ Sport des Villes, Skatepark polyvalent, 350m², 109 000€",skatepark-maurepas,https://antidoteskateparks.fr/wp-content/uploads/2020/03/P1090305-min-1024x683.jpg
44,1,Skatepark Mers-les-Bains,Skatepark 80 Somme,both,"Skatepark Mers-les-Bains 80 Somme, Assistance à la maîtrise d'ouvrage, Skatepark polyvalent, 1300m², 340 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Mers-les-Bains 80 Somme,"Skatepark Mers-les-Bains 80 Somme, Assistance à la maîtrise d'ouvrage, Skatepark polyvalent, 1300m², 340 000€",skatepark-mers-les-bains,https://antidoteskateparks.fr/wp-content/uploads/2020/03/20160526_171231-min-1024x222.jpg
45,1,Skatepark Meyzieu,Skatepark 69 Rhône,both,"Skatepark Meyzieu 69 Rhône, Co-traitant à la maîtrise d'oeuvre/ Cosinus, Skatepark Polyvalent, 600m², 170 000€ HT <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Meyzieu 69 Rhône,"Skatepark Meyzieu 69 Rhône, Co-traitant à la maîtrise d'oeuvre/ Cosinus, Skatepark Polyvalent, 600m², 170 000€ HT",skatepark-meyzieu,https://antidoteskateparks.fr/wp-content/uploads/2020/03/IMG_26182.jpg
46,1,Skatepark Montalieu-Vercieu,Skatepark 38 Isère,both,"Skatepark Montalieu-Vercieu 38 Isère, Maîtrise d'oeuvre, Cosinus / Antidote Skateparks, Skatepark polyvalent, 350m², 115 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Montalieu-Vercieu 38 Isère,"Skatepark Montalieu-Vercieu 38 Isère, Maîtrise d'oeuvre, Cosinus / Antidote Skateparks, Skatepark polyvalent, 350m², 115 000€",skatepark-montalieu-vercieu,https://antidoteskateparks.fr/wp-content/uploads/2020/09/20180531_084745-min-1024x712.jpg
47,1,Skatepark Montceau-les-Mines,Skatepark 71 Saône-et-Loire,both,"Skatepark Montceau-les-Mines 71 Saône-et-Loire, Maîtrise d'oeuvre, TTGE / Mayot Toussain / Antidote Skateparks, Skatepark polyvalent, 295 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Montceau-les-Mines 71 Saône-et-Loire,"Skatepark Montceau-les-Mines 71 Saône-et-Loire, Maîtrise d'oeuvre, TTGE / Mayot Toussain / Antidote Skateparks, Skatepark polyvalent, 295 000€",skatepark-montceau-les-mines,https://antidoteskateparks.fr/wp-content/uploads/2020/09/IMG_4781-min-1024x768.jpg
48,1,Skatepark Nanterre,Skatepark 92 Hauts-de-Seine,both,"Skatepark Nanterre 92 Hauts-de-Seine, Co-traitant MOE, Laurence Crémel, Bowl Park, 900m², 600 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Nanterre 92 Hauts-de-Seine,"Skatepark Nanterre 92 Hauts-de-Seine, Co-traitant MOE, Laurence Crémel, Bowl Park, 900m², 600 000€",skatepark-nanterre,https://antidoteskateparks.fr/wp-content/uploads/2020/03/20171016_115113-min-1024x299.png
50,1,Skatepark Vassivière,Skatepark 23 Creuse,both,"Skatepark Vassivière 23 Creuse, Conception construction, L’escaut Architecture/ Collectif Brusk/ Collectif Barricade/ Doctor Skatepark, Bowlpark, 212m², 226 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Vassivière 23 Creuse,"Skatepark Vassivière 23 Creuse, Conception construction, L’escaut Architecture/ Collectif Brusk/ Collectif Barricade/ Doctor Skatepark, Bowlpark, 212m², 226 000",skatepark-beaumont-du-lac,https://antidoteskateparks.fr/wp-content/uploads/2020/03/Skatepark-Otro-2-1-1024x654.jpg
49,1,Skatepark Noeux-les-Mines,Skatepark 62 Pas-de-Calais,both,"Skatepark Noeux-les-Mines 62 Pas-de-Calais, Co-traitant MOE, Acanthe Architecture/ Sports des Villes, Skatepark polyvalent, 325m², 280 000 <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Noeux-les-Mines 62 Pas-de-Calais,"Skatepark Noeux-les-Mines 62 Pas-de-Calais, Co-traitant MOE, Acanthe Architecture/ Sports des Villes, Skatepark polyvalent, 325m², 280 000",skatepark-noeux-les-mines,https://antidoteskateparks.fr/wp-content/uploads/2020/03/6801_988339784568080_7814692770833918916_n.jpg
51,1,Skatepark Outreau,Skatepark 62 Pas-de-Calais,both,"Skatepark Outreau 62 Pas-de-Calais, Assistance à la maîtrise d'ouvrage, Services techniques d'Outreau, Streetpark, 420m², 120 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Outreau 62 Pas-de-Calais,"Skatepark Outreau 62 Pas-de-Calais, Assistance à la maîtrise d'ouvrage, Services techniques d'Outreau, Streetpark, 420m², 120 000€",skatepark-outreau,https://antidoteskateparks.fr/wp-content/uploads/2020/03/ob_8bea87_20160616-143944-min-1024x225.jpg
52,1,Skatepark Paris,Skatepark 75 Paris,both,"Skatepark Paris 75 Paris, Assistance au design et construction, De Paris YearBook / Antidote Skateparks / AC2P, Streetpark <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Paris 75 Paris,"Skatepark Paris 75 Paris, Assistance au design et construction, De Paris YearBook / Antidote Skateparks / AC2P, Streetpark",skatepark-avron,https://antidoteskateparks.fr/wp-content/uploads/2020/09/2020.08.14-avron-skatepark-finished-9-min-1024x683.jpg
53,1,Skatepark Pessac,Skatepark 33 Gironde,both,"Skatepark Pessac 33 Gironde, Maîtrise d'oeuvre, Osmose / Sport des villes, Skatepark polyvalent, 540m², 190 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Pessac 33 Gironde,"Skatepark Pessac 33 Gironde, Maîtrise d'oeuvre, Osmose / Sport des villes, Skatepark polyvalent, 540m², 190 000€",skatepark-pessac,https://antidoteskateparks.fr/wp-content/uploads/2020/07/SDV-Bourgailh-skatepark-dec-2017-vue-3-min-1024x473.png
54,1,Skatepark Petite Île,Skatepark 97 Réunion,both,"Skatepark Petite Île 97 Réunion, Maîtrise d'oeuvre, Sport des villes / PR Sport, Streetpark, 650m², 205 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Petite Île 97 Réunion,"Skatepark Petite Île 97 Réunion, Maîtrise d'oeuvre, Sport des villes / PR Sport, Streetpark, 650m², 205 000€",skatepark-petite-ile,https://antidoteskateparks.fr/wp-content/uploads/2020/07/IMG-E8453-min-1024x506.jpg
55,1,Skatepark Poissy,Skatepark 78 Yvelines,both,"Skatepark Poissy 78 Yvelines, Assistance à la maîtrise d'ouvrage, Services techniques de Poissy, Skatepark polyvalent, 1650m², 500 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Poissy 78 Yvelines,"Skatepark Poissy 78 Yvelines, Assistance à la maîtrise d'ouvrage, Services techniques de Poissy, Skatepark polyvalent, 1650m², 500 000€",skatepark-poissy,https://antidoteskateparks.fr/wp-content/uploads/2020/03/20150416_110958-1024x304.jpg
56,1,Skatepark Portet-sur-Garonne,Skatepark 31 Haute-Garonne,both,"Skatepark Portet-sur-Garonne 31 Haute-Garonne, Conception construction, Empreinte Architecture/ SDV/ Primo Construction, Skatepark polyvalent, 552m², 180 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Portet-sur-Garonne 31 Haute-Garonne,"Skatepark Portet-sur-Garonne 31 Haute-Garonne, Conception construction, Empreinte Architecture/ SDV/ Primo Construction, Skatepark polyvalent, 552m², 180 000€",skatepark-portet-sur-garonne,https://antidoteskateparks.fr/wp-content/uploads/2020/03/20160418_202437-min-1024x258.jpg
57,1,Skatepark Rio De Janeiro,Skatepark Brésil,both,"Skatepark Rio De Janeiro Brésil, Conception Construction, Rio Ramp Design/ Doctor Skateparks, Street plaza, 1100m², 75 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Rio De Janeiro Brésil,"Skatepark Rio De Janeiro Brésil, Conception Construction, Rio Ramp Design/ Doctor Skateparks, Street plaza, 1100m², 75 000€",skatepark-praca-duo,https://antidoteskateparks.fr/wp-content/uploads/2020/03/072-852x480.jpg
58,1,Skatepark Cairo Peres,Skatepark Brésil,both,"Skatepark Cairo Peres Brésil, Assistance au design et construction, Pug Skateparks et Doctor Skatepark, Bowl, 250m² <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Cairo Peres Brésil,"Skatepark Cairo Peres Brésil, Assistance au design et construction, Pug Skateparks et Doctor Skatepark, Bowl, 250m²",skatepark-pug-bowl,https://antidoteskateparks.fr/wp-content/uploads/2020/07/vista-min-1024x576.png
59,1,Skatepark Roncq,Skatepark 59 Nord,both,"Skatepark Roncq 59 Nord, Co-traitant MOE, TRBA/ Doctor Skateparks/ Concrete Flow, Skatepark polyvalent, 300m², 97 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Roncq 59 Nord,"Skatepark Roncq 59 Nord, Co-traitant MOE, TRBA/ Doctor Skateparks/ Concrete Flow, Skatepark polyvalent, 300m², 97 000€",skatepark-roncq,https://antidoteskateparks.fr/wp-content/uploads/2020/03/photo1.jpg
60,1,Skatepark Saint-Chéron,Skatepark 91 Essonne,both,"Skatepark Saint-Chéron 91 Essonne, Assistance à la maîtrise d'ouvrage, Services techniques de Saint-Chéron, Streetpark, 354m², 74 500€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Saint-Chéron 91 Essonne,"Skatepark Saint-Chéron 91 Essonne, Assistance à la maîtrise d'ouvrage, Services techniques de Saint-Chéron, Streetpark, 354m², 74 500€",skatepark-saint-cheron,https://antidoteskateparks.fr/wp-content/uploads/2020/03/DSC00490-min-1024x225.jpg
61,1,Skatepark Saint-André-Lez-Lille,Skatepark 59 Nord,both,"Skatepark Saint-André-Lez-Lille 59 Nord, Conception construction, Services Techniques de Saint-André-Lez-Lille, Skatepark polyvalent, 125 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Saint-André-Lez-Lille 59 Nord,"Skatepark Saint-André-Lez-Lille 59 Nord, Conception construction, Services Techniques de Saint-André-Lez-Lille, Skatepark polyvalent, 125 000€",skatepark-saint-andre-lez-lille,https://antidoteskateparks.fr/wp-content/uploads/2020/03/IMG_20191121_143005-min-1024x576.jpg
62,1,Skatepark St-Pierre-en-Auge,Skatepark 14 Calvados,both,"Skatepark St-Pierre-en-Auge 14 Calvados, Co-traitant MOE, Infra-Ingé/ Antidote Skateparks, Skatepark polyvalent, 336m², 98 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark St-Pierre-en-Auge 14 Calvados,"Skatepark St-Pierre-en-Auge 14 Calvados, Co-traitant MOE, Infra-Ingé/ Antidote Skateparks, Skatepark polyvalent, 336m², 98 000€",skatepark-saint-pierre-en-auge,https://antidoteskateparks.fr/wp-content/uploads/2020/03/20190412_110915-min-1024x576.jpg
63,1,Skatepark Saint-Saturnin,Skatepark 72 Sarthe,both,"Skatepark Saint-Saturnin 72 Sarthe, Maîtrise d'oeuvre, Ingé Infra PL / Antidote Skateparks, Skatepark polyvalent, 414m², 109 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Saint-Saturnin 72 Sarthe,"Skatepark Saint-Saturnin 72 Sarthe, Maîtrise d'oeuvre, Ingé Infra PL / Antidote Skateparks, Skatepark polyvalent, 414m², 109 000€",skatepark-saint-saturnin,https://antidoteskateparks.fr/wp-content/uploads/2020/07/IMG_20200519_113333-min-1024x364.jpg
64,1,Skatepark San Borja,Skatepark Pérou,both,"Skatepark San Borja Pérou, Conception construction, Doctor Skateparks/ Team Converse/ Oméga Constructora, Skatepark polyvalent, 900m², 135 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark San Borja Pérou,"Skatepark San Borja Pérou, Conception construction, Doctor Skateparks/ Team Converse/ Oméga Constructora, Skatep",skatepark-lima,https://antidoteskateparks.fr/wp-content/uploads/2020/03/fernandoSoriano-slidsk8brding-ovrview1-1024x490.jpg
65,1,Skatepark Saulx-les-Chartreux,Skatepark 91 Essonne,both,"Skatepark Saulx-les-Chartreux 91 Essonne, Assistance à la maîtrise d'ouvrage, Services Techniques de Saulx-les-Chartreux, Mini skatepark, 100m², 60 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Saulx-les-Chartreux 91 Essonne,"Skatepark Saulx-les-Chartreux 91 Essonne, Assistance à la maîtrise d'ouvrage, Services Techniques de Saulx-les-Chartreux, Mini skatepark, 100m², 60 000€",skatepark-saulx-les-chartreux,https://antidoteskateparks.fr/wp-content/uploads/2020/03/2012-mars-Saulx-les-chartreux-pano-2-min-1024x380.jpg
66,1,Skatepark Serris,Skatepark 77 Seine-et-Marne,both,"Skatepark Serris 77 Seine-et-Marne, Maîtrise d'oeuvre, Atelier Jour / Cube² / Antidote skateparks, Skatepark polyvalent, 1008m², 497 120€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Serris 77 Seine-et-Marne,"Skatepark Serris 77 Seine-et-Marne, Maîtrise d'oeuvre, Atelier Jour / Cube² / Antidote skateparks, Skatepark polyvalent, 1008m², 497 120€",skatepark-serris,https://antidoteskateparks.fr/wp-content/uploads/2020/09/IMG_2503-min-1-1024x326.jpg
67,1,Skatepark Sourdeval,Skatepark 50 Manche,both,"Skatepark Sourdeval 50 Manche, Conception Construction, Skatepark polyvalent, 330m², 88 500€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Sourdeval 50 Manche,"Skatepark Sourdeval 50 Manche, Conception Construction, Skatepark polyvalent, 330m², 88 500€",skatepark-sourdeval,https://antidoteskateparks.fr/wp-content/uploads/2020/09/IMG_4018-min-1024x1024.jpg
69,1,Skatepark Surgères,Skatepark 17 Charente-Maritime,both,"Skatepark Surgères 17 Charente-Maritime, Conception MOE, Service Technique ville de Surgères, Skatepark polyvalent, 330m², 137 430€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Surgères 17 Charente-Maritime,"Skatepark Surgères 17 Charente-Maritime, Conception MOE, Service Technique ville de Surgères, Skatepark polyvalent, 330m², 137 430€",skatepark-surgeres,https://antidoteskateparks.fr/wp-content/uploads/2020/03/IMG_20190419_155848-min-1024x576.jpg
68,1,Skatepark Tournan-en-Brie,Skatepark 77 Seine-et-Marne,both,"Skatepark Tournan-en-Brie 77 Seine-et-Marne, Assistance à la maîtrise d'ouvrage, Services techniques de Tournan-en-Brie, Skatepark polyvalent, 473m², 150 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Tournan-en-Brie 77 Seine-et-Marne,"Skatepark Tournan-en-Brie 77 Seine-et-Marne, Assistance à la maîtrise d'ouvrage, Services techniques de Tournan-en-Brie, Skatepark polyvalent, 473m², 150 000€",skatepark-tournan-en-brie,https://antidoteskateparks.fr/wp-content/uploads/2020/03/20190419_111454-min-1024x576.jpg
70,1,Skatepark Ventanilla,Skatepark Pérou,both,"Skatepark Ventanilla Pérou, Conception construction, Skatepark polyvalent, 1150m², 80 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Ventanilla Pérou,"Skatepark Ventanilla Pérou, Conception construction, Skatepark polyvalent, 1150m², 80 000€",skatepark-ventanilla,https://antidoteskateparks.fr/wp-content/uploads/2020/07/P1010885-1024x389.jpg
71,1,Skatepark Vire,Skatepark 14 Calvados,both,"Skatepark Vire 14 Calvados, Conception construction, Antidote Skateparks, Skatepark polyvalent, 650m², 250 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Vire 14 Calvados,"Skatepark Vire 14 Calvados, Conception construction, Antidote Skateparks, Skatepark polyvalent, 650m², 250 000€",skatepark-vire,https://antidoteskateparks.fr/wp-content/uploads/2020/07/IMG_3662-min-1024x768.jpg
72,1,Skatepark Wasquehal,Skatepark 59 Nord,both,"Skatepark Wasquehal 59 Nord, Assistance à la maîtrise d'ouvrage, Services techniques de Wesquehal, Streetpark, 226m², 88 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Wasquehal 59 Nord,"Skatepark Wasquehal 59 Nord, Assistance à la maîtrise d'ouvrage, Services techniques de Wesquehal, Streetpark, 226m², 88 000€",skatepark-wasquehal,https://antidoteskateparks.fr/wp-content/uploads/2020/03/SDV-WASQ-Pdef-226-visuel-vue-1-min-1024x455.png
73,1,Skatepark Wargnies-le-Grand,Skatepark 59 Nord,both,"Skatepark Wargnies-le-Grand 59 Nord, Conception construction, SDV/ IDVerde/ SkateOn/ Concrete Flow, Skatepark polyvalent, 270m², 67 000€ <br><p>Source : <a href="https://antidoteskateparks.fr" target="_blank">antidoteskateparks.fr</a></p>",0,0,Skatepark Wargnies-le-Grand 59 Nord,"Skatepark Wargnies-le-Grand 59 Nord, Conception construction, SDV/ IDVerde/ SkateOn/ Concrete Flow, Skatepark polyvalent, 270m², 67 000€",skatepark-wargnies-le-grand,https://antidoteskateparks.fr/wp-content/uploads/2020/03/sdv-inaug-wlg-pano-1-min-1024x338.jpg
